,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
97,ROOFTOP,"Aman Central, 1, Darul Aman Highway, Kampung Lubok Peringgi, 05100 Alor Setar, Kedah, Malaysia",ChIJMwnPHrpESzARN6mVGqP3S5Y,Aman Central,6.1249697,100.3664572,1,5100,OK,premise
98,GEOMETRIC_CENTER,"Jalan Tunku Ibrahim, Bandar Alor Setar, 05000 Alor Setar, Kedah, Malaysia",ChIJw9j5qL9ESzARDYG3ix5-iWg,City Plaza Alor Setar,6.1177987,100.3700966,1,5000,OK,"establishment,point_of_interest,shopping_mall"
99,ROOFTOP,"2716 N Westmoreland Rd, Dallas, TX 75212, USA",ChIJFeOxd-eDToYRoKjPeieSuVo,Star Parade,32.7761666,-96.8735709,1,75212,OK,"establishment,point_of_interest"
100,ROOFTOP,"15 St Pauls Pl, Great Neck, NY 11021, USA",ChIJHdnJ9aKJwokR4JKhvdtLEP0,Sentosa Plaza,40.788836,-73.7221528,1,11021,OK,"establishment,health,point_of_interest"
101,ROOFTOP,"29, Pekan Jitra 3, Pekan Jitra, 06000 Jitra, Kedah, Malaysia",ChIJ36e7SjVYSzARzYYwpAKfgNg,Jitra Mall,6.261109,100.4185303,1,6000,OK,"establishment,point_of_interest,shopping_mall"
102,GEOMETRIC_CENTER,"No.4, Jalan KLC Satu (1),, Kulim Landmark Central, 09000 Kulim, Kedah, Malaysia",ChIJseBb-vDLSjARq4o7L-M0IKk,Kulim Landmark Central[4],5.3847285,100.5460844,2,9000,OK,"establishment,lodging,point_of_interest"
103,ROOFTOP,"Amanjaya, 1, Jalan Jati 1, Bandar Amanjaya, 08000 Sungai Petani, Kedah, Malaysia",ChIJDZjJq58pSzAR17RztZhMQ-E,Amanjaya Mall[5],5.6738968,100.5095776,1,8000,OK,"establishment,point_of_interest,shopping_mall"
104,RANGE_INTERPOLATED,"6 Central Square, Cambridge, MA 02139, USA",Eio2IENlbnRyYWwgU3F1YXJlLCBDYW1icmlkZ2UsIE1BIDAyMTM5LCBVU0EiGhIYChQKEglxGH9PUXfjiRHF1zjJMQDYNRAG,Central Square[6],42.365696,-71.1042809,1,2139,OK,street_address
105,GEOMETRIC_CENTER,"Taman Sejati Indah, 08000 Sungai Petani, Kedah, Malaysia",ChIJfZL1tUrWSjARoYglzxmHPc0,Petani Parade[7],5.612924,100.4849021,1,8000,OK,"establishment,point_of_interest,shopping_mall"
106,ROOFTOP,"507 Plaza Dr, Monett, MO 65708, USA",ChIJM_6lrhi4yIcRlowGiUUR7Fo,SP Plaza[8],36.912351,-93.910315,2,65708,OK,"establishment,movie_theater,point_of_interest"
107,ROOFTOP,"1026 Palisades Blvd # 9, Osage Beach, MO 65065, USA",ChIJO858ik3bxIcRH-QB7h6n4YU,Village Mall[9],38.1138252,-92.6882529,1,65065,OK,"establishment,point_of_interest,shopping_mall"
108,GEOMETRIC_CENTER,"Lot S-42, Second Floor, Aeon Mall Kota Bahru,, Kampung Sireh, Jalan Jambatan Sultan Yahya Petra, 15050 Kota Bahru, Kelantan, Malaysia",ChIJ0R5cJZOvtjERRUsMNzgqohQ,ÆON Mall Kota Bharu,6.111433,102.231332,2,15050,OK,"establishment,food,point_of_interest,restaurant"
109,GEOMETRIC_CENTER,"Lot G41 Ground Floor, Pt101 & 102, Jalan Hamzah, Seksyen 16, 15050 Kota Bharu, Kelantan, Malaysia",ChIJg_561emvtjEReNrqDAkDBF8,KB Mall,6.1174907,102.2406355,1,15050,OK,"establishment,point_of_interest,store"
110,GEOMETRIC_CENTER,"Jalan Kemus / Sempang Ampat, 78000 Alor Gajah, Melaka, Malaysia",ChIJ7eg6HasDzjERCs5TACadUM4,Freeport A'Famosa Outlet (FAO),2.4444129,102.2065759,1,78000,OK,"establishment,point_of_interest,shopping_mall"
111,GEOMETRIC_CENTER,"Melaka Shopping Centre, Lebuh Ayer Keroh, 75450, Melaka, Malaysia",ChIJNeuezJXv0TERt8FKFaQtOGQ,ÆON Mall Melaka (Ayer Keroh),2.234211,102.282386,1,75450,OK,"establishment,home_goods_store,point_of_interest,store"
112,ROOFTOP,"2, Jalan Legenda, Taman 1- Legenda, 75400 Melaka, Malaysia",ChIJYSuWmy7w0TER_OZpQ4xr9tQ,ÆON Mall Bandaraya Melaka,2.2140801,102.2471274,1,75400,OK,"establishment,point_of_interest,shopping_mall"
113,ROOFTOP,"04, Hatten Square, 1, Jalan Merdeka, Bandar Hilir, 75000 Malacca, Melaka, Malaysia",ChIJhXSb5-Dx0TERyKwfXu_R9LE,Dataran Pahlawan Melaka Megamall,2.1900741,102.2524606,1,75000,OK,"establishment,point_of_interest,shopping_mall"
114,GEOMETRIC_CENTER,"Jalan Melaka Raya 23, Hatten City, 75000 Melaka, Malaysia",ChIJe41XzwTu0TERWyzxuEakSZE,Elements Mall Malacca,2.1829906,102.2626416,1,75000,OK,"establishment,point_of_interest,shopping_mall"
115,GEOMETRIC_CENTER,"Jalan Hang Tuah, 75300 Melaka, Malaysia",ChIJd5APvdDx0TER9zhA8atVsbI,Hang Tuah Plaza,2.2026177,102.2477948,1,75300,OK,"establishment,point_of_interest,shopping_mall"
116,ROOFTOP,"G74 Mahkota Parade, No.1, Jalan Merdeka, 75000 Malacca, Malaysia",ChIJh70zOuHx0TEREAXiC_4iAcM,Mahkota Parade,2.1890524,102.249949,1,75000,OK,"establishment,point_of_interest,store"
117,GEOMETRIC_CENTER,"Lebuh Ayer Keroh, 75450 Melaka, Malaysia",ChIJ5-huwZXv0TERySbdbeQyNqY,Melaka Mall,2.232103,102.2820734,1,75450,OK,"establishment,point_of_interest,shopping_mall"
118,GEOMETRIC_CENTER,"Jalan Tun Ali, 75300 Melaka, Malaysia",ChIJE7fLPtLx0TERAp-ij6Txk8k,Soon Seng Plaza,2.207782,102.2451199,1,75300,OK,"establishment,point_of_interest"
119,GEOMETRIC_CENTER,"Kampung Bunga Paya Pantai, 75100 Melaka, Malaysia",ChIJCRqgSNfx0TERyquQAWjDFn0,The Shore Shopping Gallery,2.202918,102.249781,1,75100,OK,"establishment,point_of_interest,shopping_mall"
120,ROOFTOP,"2965 Gordon Rd, Regina, SK S4S 6H7, Canada",ChIJKyB5ocqgHlMRvfOOT41q3rY,Regina Mall[10],50.4028729,-104.6216267,1,S4S 6H7,OK,"establishment,point_of_interest,shopping_mall"
121,ROOFTOP,"112, Persiaran S2 B1, Seremban 2, 70300 Seremban, Negeri Sembilan, Malaysia",ChIJl3dCKuvnzTERjsPXEP6qFXk,ÆON Seremban 2 Shopping Centre,2.701337,101.912147,1,70300,OK,"establishment,point_of_interest,shopping_mall"
122,GEOMETRIC_CENTER,"Jalan Kuala Pilah, Plaza Ampangan, 70400 Seremban, Negeri Sembilan, Malaysia",ChIJPwBA8vPdzTERM43SnLzdKGA,Angsana Seremban Mall Ampangan,2.723152,101.962179,1,70400,OK,"establishment,point_of_interest,shopping_mall"
123,APPROXIMATE,"Era Square, 70200 Seremban, Negeri Sembilan, Malaysia",ChIJ-ZjwrXndzTERdvW5svfdosE,Era Square,2.725947,101.9316442,1,70200,OK,"political,sublocality,sublocality_level_1"
124,ROOFTOP,"120 NE 27th St # 600, Miami, FL 33137, USA",ChIJo3EzQ6u22YgRJ_1bbZ1WxDM,KM Plaza,25.8022614,-80.1927261,1,33137,OK,"establishment,general_contractor,point_of_interest"
125,GEOMETRIC_CENTER,"Persiaran Ilmu, Bandar Baru Nilai, 71800 Nilai, Negeri Sembilan, Malaysia",ChIJN7EK_JLGzTERZxVcqpdLtwQ,MesaMall Nilai,2.8244141,101.7782858,1,71800,OK,"establishment,point_of_interest,shopping_mall"
126,ROOFTOP,"1751 Palm Beach Lakes Blvd, West Palm Beach, FL 33401, USA",ChIJl5aK6gXW2IgRlp-zMU9R1sk,Palm Mall,26.7252165,-80.0863658,1,33401,OK,"establishment,point_of_interest,shopping_mall"
127,GEOMETRIC_CENTER,"Jln Sg Ujong, 70200 Seremban, Negeri Sembilan, Malaysia",ChIJU3JplYnnzTERm2AvZ9YUdtM,Seremban Gateway,2.7169735,101.9188598,1,70200,OK,"establishment,point_of_interest,shopping_mall"
128,ROOFTOP,"4th, Seremban Prima, Jalan Dato Bandar Tunggal, Bandar Seremban, 70000 Seremban, Negeri Sembilan, Malaysia",ChIJ8-MlKIfdzTER07cBwjmoLyk,Seremban Prima,2.719874,101.9409834,1,70000,OK,"establishment,point_of_interest,shopping_mall"
129,GEOMETRIC_CENTER,"Jalan Lintang, Bandar Seremban, 70000 Seremban, Negeri Sembilan, Malaysia",ChIJM5cwioHdzTERrun_Tkdtn7k,Terminal One Mall,2.722815,101.9369099,1,70000,OK,"establishment,point_of_interest,shopping_mall"
130,ROOFTOP,"1 Gateway Center, Newark, NJ 07102, USA",ChIJr2QUhYNTwokRcyD0VBG86nw,1Gateway,40.7345466,-74.1657199,1,7102,OK,"establishment,point_of_interest"
131,GEOMETRIC_CENTER,"Jalan Ketari, 28700 Bentong, Pahang, Malaysia",ChIJE1Ngfj8FzDERZqtbiWnf5HQ,Bentong Vega Mall (Closed),3.521441,101.9121559,1,28700,OK,"establishment,point_of_interest,shopping_mall"
132,GEOMETRIC_CENTER,"First World Hotel & Plaza, 69000 Genting Highlands, Pahang, Malaysia",ChIJoYUZgPwTzDER4Q_a6zsuEso,First World Plaza,3.4256764,101.7944764,1,69000,OK,"establishment,lodging,point_of_interest"
133,ROOFTOP,"Genting Highlands Resorts, KM13, 69000 Genting Highlands, Pahang, Malaysia",ChIJQwP5jDwUzDERqbMpmoMrOxU,Genting Highland Premium Outlet,3.4030597,101.7820866,1,69000,OK,"establishment,point_of_interest,shopping_mall"
134,ROOFTOP,"4695 Pacific Hwy E, Fife, WA 98424, USA",ChIJByXiLVD_kFQRIsp-PhyYg94,SkyAvenue,47.2433581,-122.3666217,1,98424,OK,"establishment,point_of_interest"
135,GEOMETRIC_CENTER,"Lot 3.09, 3rd Floor, Berjaya Megamall, Jalan Tun Ismail, Sri Dagangan, 25000 Kuantan, Pahang, Malaysia",ChIJ2VXOrpa6yDERSuPkkbk3Afc,Berjaya Megamall,3.815355,103.330557,1,25000,OK,"establishment,movie_theater,point_of_interest"
136,GEOMETRIC_CENTER,"Unit L2-20 & L2-21, Level 2 East Coast Mall Jalan Putra Square 6, Putra Square 25200 Kuantan Pahang MY, Jalan Putra Square 6, 25300 Kuantan, Pahang, Malaysia",ChIJXxhG-JK6yDERAiFDlVbnN-8,East Coast Mall,3.8180215,103.3262739,1,25300,OK,"establishment,point_of_interest,store"
137,GEOMETRIC_CENTER,"Unit G49 & G59 Ground Floor Kuantan Parade, Jalan Haji Abdul Rahman, 25000 Kuantan, Pahang, Malaysia",ChIJmwiZg3-7yDEREO95KCC8QEc,Kuantan Parade,3.8049773,103.3233519,1,25000,OK,"establishment,point_of_interest,shopping_mall"
138,ROOFTOP,"6/1, Putra Square, 25300 Kuantan, Pahang, Malaysia",ChIJL8ndyJO6yDERPPk1Ik4szJc,Kuantan City Mall,3.8174194,103.3280434,1,25300,OK,"establishment,point_of_interest,shopping_mall"
139,ROOFTOP,"Teruntum Complex, 25000 Kuantan, Pahang, Malaysia",ChIJYR1UzYK6yDERw_q63ChBP6o,Teruntum Complex,3.8032162,103.3239878,1,25000,OK,premise
140,GEOMETRIC_CENTER,"Brinchang, 39000 Brinchang, Pahang, Malaysia",ChIJ20W8gqFZyjERxpUMVqPdzGo,Cameron Square Brinchang,4.5080977,101.4079935,1,39000,OK,"establishment,point_of_interest,shopping_mall"
141,GEOMETRIC_CENTER,"Lot F-74, Tingkat 2, Mentakab Star Mall, No.1, Jalan Star City 1, Star City, 28400 Mentakab, Pahang, Malaysia",ChIJzxUKzBO6zjERVgo96TTJPoo,Mentakab Star Mall,3.471256,102.331764,1,28400,OK,"establishment,movie_theater,point_of_interest"
142,GEOMETRIC_CENTER,"Jalan Tengku Ismail, 28000 Temerloh, Pahang, Malaysia",ChIJsYQx1JS4zjER5SozYqan2Cw,Temerloh Mall,3.4410785,102.4154373,1,28000,OK,"establishment,point_of_interest,shopping_mall"
143,ROOFTOP,"LOT 3-16 & 3-17,3RD FLOOR,1ST AVENUE, 128, Jalan Magazine, 10300 George Town, Pulau Pinang, Malaysia",ChIJM7sSWZTDSjARCG3wN46uxYg,1st Avenue Mall,5.41336,100.331436,1,10300,OK,"establishment,point_of_interest,store"
144,ROOFTOP,"87 Wireless Rd, Khwaeng Lumphini, Khet Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",ChIJGcZvpN6e4jARHLoBiwtSryg,All Seasons Place,13.7391485,100.547313,1,10330,OK,"establishment,point_of_interest"
145,GEOMETRIC_CENTER,"Persiaran Bukit Jambul 2, Bukit Jambul, 11900 Bayan Lepas, Pulau Pinang, Malaysia",ChIJP5xhxDjASjARFoc4urGIM-k,Bukit Jambul Complex[11],5.334308,100.280715,1,11900,OK,"establishment,point_of_interest"
146,ROOFTOP,"70-1-12, D' Piazza Mall Jalan Mahsuri, Bayan Baru, 11900 Bayan Lepas, Pulau Pinang, Malaysia",ChIJNUWW1mrASjAR9tx3i0TJJC4,D'Piazza Mall[12],5.3267983,100.2829765,1,11900,OK,"establishment,food,point_of_interest,restaurant"
147,ROOFTOP,"3015 Waughtown St, Winston-Salem, NC 27107, USA",ChIJhzXj0SmpU4gROcJhOX96lEk,GAMA Supermarket & Departmental Store,36.0788121,-80.1810346,1,27107,OK,"establishment,finance,food,grocery_or_supermarket,point_of_interest,store,supermarket"
149,ROOFTOP,"163-D, Persiaran Gurney, George Town, 10250 George Town, Pulau Pinang, Malaysia",ChIJHTeoOQbDSjARsTHDtwiCS9Y,Gurney Paragon,5.436006,100.3112417,1,10250,OK,"establishment,point_of_interest,shopping_mall"
150,GEOMETRIC_CENTER,"Persiaran Gurney, 10250, Pulau Pinang, Malaysia",ChIJs_HxOQbDSjARN9geIUqQCZQ,Gurney Plaza,5.4346665,100.3146284,1,10250,OK,route
151,GEOMETRIC_CENTER,"10100 George Town, Penang, Malaysia",ChIJ2XnugpbDSjARJDud-jMiUY8,ICT @ Komtar Digital Mall[14],5.4154127,100.3307214,1,10100,OK,"establishment,point_of_interest,shopping_mall"
152,ROOFTOP,"2 Regency Plz #15, Providence, RI 02903, USA",ChIJASGMUg1F5IkR9mewu7n9gJI,Island Plaza[15],41.8208084,-71.4187374,1,2903,OK,"establishment,point_of_interest"
153,GEOMETRIC_CENTER,"Lebuh Tek Soon, George Town, 10100 George Town, Pulau Pinang, Malaysia",ChIJJWhPR5TDSjARR9SQ7nXQF0Y,Komtar,5.4139579,100.3311548,1,10100,OK,"establishment,point_of_interest,shopping_mall"
154,GEOMETRIC_CENTER,"Jalan Dato Keramat, George Town, 10150 George Town, Pulau Pinang, Malaysia",ChIJ2ziG27jDSjARhoP6nQ0i4pE,M Mall O2O,5.4119159,100.3260165,1,10150,OK,"establishment,point_of_interest,shopping_mall"
155,ROOFTOP,"16 Ericsson Pl, New York, NY 10013, USA",ChIJuY0CN_VZwokR_eSBw6PeLDw,One Precinct[16],40.7203693,-74.0069692,1,10013,OK,"establishment,point_of_interest,police"
156,RANGE_INTERPOLATED,"17, Persiaran Gurney, George Town, 10250 George Town, Pulau Pinang, Malaysia",EkwxNywgUGVyc2lhcmFuIEd1cm5leSwgR2VvcmdlIFRvd24sIDEwMjUwIEdlb3JnZSBUb3duLCBQdWxhdSBQaW5hbmcsIE1hbGF5c2lhIhoSGAoUChIJhT2TfKfDSjARcTnQZZlVoTMQEQ,Penang Plaza[17],5.430665,100.3196155,1,10250,OK,street_address
157,ROOFTOP,"144, Jalan Dato Keramat, George Town, 10150 George Town, Pulau Pinang, Malaysia",ChIJx4NOur_DSjARgnX41oDHC9g,Penang Times Square,5.4122898,100.3253729,1,10150,OK,"establishment,point_of_interest,shopping_mall"
158,GEOMETRIC_CENTER,"NO 33-G-50 GROUND FLOOR JALAN DR LIM CHWEE LEONG PULAU PINANG, George Town, 10100 George Town, Pulau Pinang, Malaysia",ChIJz0hCIpTDSjARnkUAoFdUzMw,Prangin Mall,5.4141702,100.3315125,1,10100,OK,"establishment,point_of_interest,store"
159,ROOFTOP,"LG-12A, Queensbay Mall, 100, Persiaran Bayan Indah, 11900 Bayan Lepas, Pulau Pinang, Malaysia",ChIJM9-dQfbASjARRVPI8nLX1Po,Queensbay Mall,5.334841,100.3064029,1,11900,OK,"establishment,point_of_interest,store"
160,GEOMETRIC_CENTER,"1b-18-3a, changkat batu maung 1 southbay plaza, 11900 Bayan Lepas, Malaysia",ChIJK-IOBrm_SjARx8rKmbKao4w,Southbay Plaza[18],5.279731,100.285899,1,11900,OK,"establishment,lodging,point_of_interest"
161,GEOMETRIC_CENTER,"Jalan Seri Tanjung Pinang 10470 Tanjong Tokong, Penang Malaysia, Malaysia",ChIJXb6HaCTDSjARjZhU6LZAiBA,Straits Quay,5.4582724,100.3132491,2,,OK,"establishment,point_of_interest,shopping_mall"
162,ROOFTOP,"19-B, Medan Angsana 1, Bandar Baru Air Itam, 11500 Ayer Itam, Pulau Pinang, Malaysia",ChIJrz-owIrBSjARUh5-emsGHKM,Sunshine Farlim[19],5.389016,100.2835379,1,11500,OK,"establishment,point_of_interest,spa"
163,ROOFTOP,"1439, 108 W Walnut St, Decatur, TX 76234, United States",ChIJeyHKgeuSTYYRCMazacY3N7s,Sunshine Square,33.2349151,-97.5869213,1,76234,OK,"clothing_store,establishment,point_of_interest,store"
164,GEOMETRIC_CENTER,"Lebuh Tunku Kudin 3, 11700 Gelugor, Pulau Pinang, Malaysia",ChIJ9QZIaHDBSjAR6cc61_RZX80,Udini Square,5.3782648,100.3141407,1,11700,OK,"establishment,point_of_interest,shopping_mall"
165,GEOMETRIC_CENTER,"Malaysia, Penang, Bukit Mertajam, 20, LORONG TAMAN BUKIT MINYAK 1,TAMAN MINYAK邮政编码: 14000",ChIJd0iVTAvISjARPzJ8xJQYomE,AEON Mall Bukit Mertajam[20],5.325606,100.4443021,1,14000,OK,"establishment,lodging,point_of_interest,real_estate_agency,travel_agency"
166,GEOMETRIC_CENTER,"1688-F8, Jalan Perusahaan, Highway Auto-city, 13600 Perai, Pulau Pinang, Malaysia",ChIJzT4LUdDHSjARrdCODy4xUmM,Auto City Juru,5.3383567,100.4306214,1,13600,OK,"establishment,point_of_interest"
167,GEOMETRIC_CENTER,"733, Jalan Cassia Barat 2, 14110 Bandar Cassia, Penang, Malaysia",ChIJEzqvkN-5SjARYVj8cOHO0qc,Design Village,5.2439078,100.4370504,1,14110,OK,"establishment,point_of_interest,shopping_mall"
168,RANGE_INTERPOLATED,"21, Jln Icon City, Bukit Tengah, 14000 Bukit Mertajam, Pulau Pinang, Malaysia",Ek0yMSwgSmxuIEljb24gQ2l0eSwgQnVraXQgVGVuZ2FoLCAxNDAwMCBCdWtpdCBNZXJ0YWphbSwgUHVsYXUgUGluYW5nLCBNYWxheXNpYSIaEhgKFAoSCasEbIHTx0owEQ8ZweZW92hUEBU,Icon City BM[21],5.3446368,100.4343378,1,14000,OK,street_address
169,ROOFTOP,"22, Megamal Pinang, 2828, Jalan Baru, Bandar Perai Jaya, 13600 Butterworth, Pulau Pinang, Malaysia",ChIJMcbSaWPGSjARTixu2I_ML2g,Megamal Pinang[22],5.37676,100.400187,2,13600,OK,"establishment,hair_care,point_of_interest"
170,ROOFTOP,"1000 Kamehameha Hwy, Pearl City, HI 96782, USA",ChIJQ8P0T3NmAHwR5ku4Eum8xzw,Pearl City Mall[23],21.3968568,-157.9771616,1,96782,OK,"establishment,point_of_interest,shopping_mall"
172,GEOMETRIC_CENTER,"Sunway Carnival Mall 3068, Jalan Todak Pusat Bandar Seberang Jaya, Seberang Jaya, 13700 Perai, Pulau Pinang, Malaysia",ChIJd4X4hs3FSjARHHCpdB9aIkA,Sunway Carnival Mall,5.3986848,100.3982261,1,13700,OK,"establishment,point_of_interest,shopping_mall"
173,ROOFTOP,"566, Jalan Arumugan Pillai, 14000 Bukit Mertajam, Pulau Pinang, Malaysia",ChIJqT48UJXISjARAomCiiTdQ1Y,The Summit Bukit Mertajam Plaza[25],5.3659711,100.4615398,1,14000,OK,"establishment,lodging,point_of_interest"
174,GEOMETRIC_CENTER,"Station 18 Lot G59, Aeon Ipoh 18 Shopping Centre, Lot 305553, 305554, 305555, 31650 Menglembu, Perak, Malaysia",ChIJCTGcrLTuyjERBbiafH_1f-4,ÆON Station 18 Shopping Centre,4.5461196,101.0705731,1,31650,OK,"cafe,establishment,food,point_of_interest"
175,GEOMETRIC_CENTER,"Jalan Kuala Kangsar, 31200 Chemor, Negeri Perak, Malaysia",ChIJZzWu2PiSyjERGn0XGrGGf34,ÆON Mall Klebang,4.677465,101.123134,1,31200,OK,"establishment,food,point_of_interest,restaurant,shopping_mall"
176,GEOMETRIC_CENTER,"G46, Ground Floor, Aeon Midtown falim, Falim, 30100 Ipoh, Negeri Perak, Malaysia",ChIJdbGxZY3ryjERKRgHrwOtaR8,ÆON Midtown Falim[26],4.5815794,101.0597798,2,30100,OK,"establishment,food,point_of_interest,restaurant"
177,ROOFTOP,"Greentown Mall, G24, Jalan Raja Ashman Shah, Kampung Kastam Greentown, 31350 Ipoh, Negeri Perak, Malaysia",ChIJ78R3yPTsyjERb3e3aezwf00,Angsana Ipoh Mall,4.602835,101.0946305,1,31350,OK,"establishment,point_of_interest,shopping_mall"
178,GEOMETRIC_CENTER,"3rd Floor, Ipoh Parade, Jalan Abdul Jalil, 30450, Ipoh, Perak, Malaysia",ChIJQZydGmHsyjERqPIhxlQo86E,Ipoh Parade Mall,4.597172,101.090072,1,,OK,"establishment,point_of_interest,shopping_mall"
179,ROOFTOP,"2, Jalan Teh Lean Swee, Taman Ipoh Selatan, 31400 Ipoh, Negeri Perak, Malaysia",ChIJs7Ms0R3tyjERlXknc_qhkh4,Kinta City Shopping Centre,4.613376,101.118516,1,31400,OK,"electronics_store,establishment,home_goods_store,point_of_interest,shopping_mall,store"
180,GEOMETRIC_CENTER,"Jalan Laxamana, 30300 Ipoh, Negeri Perak, Malaysia",ChIJlVasIX3syjERYozWG5-Obcg,Kompleks Yik Foong,4.5972994,101.0814363,1,30300,OK,"establishment,point_of_interest,premise,shopping_mall"
181,ROOFTOP,"17, Tawas Idaman 2, Anjung Tawas Sinaran, 30010 Ipoh, Negeri Perak, Malaysia",ChIJ14sPoxiTyjERx4rJBrKfQkw,Perak IT Mall,4.6603732,101.1095924,1,30010,OK,"establishment,point_of_interest,shopping_mall"
182,GEOMETRIC_CENTER,"lot 312205, Jalan Batu Karang, Taman Kolej Perdana, 31900 Kampar, Negeri Perak, Malaysia",ChIJ9yvIo7viyjER849yN-rr1xk,Tin Village Mall,4.3280664,101.1469817,1,31900,OK,"establishment,point_of_interest,shopping_mall"
183,ROOFTOP,"2-01, Jalan Sekolah, Taman Setia Jaya, 34200 Parit Buntar, Negeri Perak, Malaysia",ChIJq5LZGc2vSjARe-WEyuiLOqE,Kerian Sentral Mall Parit Buntar,5.1276899,100.482992,1,34200,OK,"establishment,movie_theater,point_of_interest"
184,GEOMETRIC_CENTER,"32040 Seri Manjung, Perak, Malaysia",ChIJHTyUjF0syzER6Hk-sKRBIFg,ÆON Seri Manjung Shopping Centre,4.2195197,100.6711521,1,32040,OK,"establishment,point_of_interest,shopping_mall"
185,GEOMETRIC_CENTER,"No. 526, Lebuh SIBC Jalan Teknologi 2, 32610, 32600 Seri Iskander, Perak, Malaysia",ChIJ42lHb9LfyjERcpG9R4eyeUs,D'Mall Seri Iskandar,4.3547557,100.9703958,1,32600,OK,"establishment,point_of_interest,shopping_mall"
186,GEOMETRIC_CENTER,"Lot G16 & G17, Ground Floor AEON TAIPING Lot 8576 & 8577, Jalan Kamunting, 34000 Taiping, Perak, Malaysia",ChIJu92Yh5WuyjERqy5_CJTREio,ÆON Mall Taiping,4.8727001,100.7285192,1,34000,OK,"establishment,point_of_interest,store"
187,ROOFTOP,"11, Persiaran Taiping, 34000 Taiping, Negeri Perak, Malaysia",ChIJc6U27_euyjERCXp3PN8szhg,Taiping Mall,4.8497541,100.7425755,1,34000,OK,"establishment,point_of_interest,shopping_mall"
188,ROOFTOP,"Taiping, Malaysia., No. 36, Jln, Istana Larut, 34000 Taiping, Negeri Perak, Malaysia",ChIJIRqTuJSuyjERGHkwbvpNT9I,Taiping Sentral Mall,4.8657145,100.7314306,2,34000,OK,"establishment,point_of_interest,shopping_mall"
189,ROOFTOP,"2200 N Maple Ave, Rapid City, SD 57701, USA",ChIJmTk8UhpdfYcRCZlpL0QuEyE,Rapid Mall,44.1070816,-103.2126531,1,57701,OK,"establishment,point_of_interest,shopping_mall"
190,GEOMETRIC_CENTER,"89000 Keningau, Sabah, Malaysia",ChIJA_R1JSfvPDIRDMZSQqktubg,Keningau Mall,5.3345222,116.1528559,1,89000,OK,"establishment,point_of_interest,shopping_mall"
191,GEOMETRIC_CENTER,"Sandakan Harbour Square, Sandakan, 90000 Sandakan, Sabah, Malaysia",ChIJ67qB8y7FODIRTSid5jAJRTY,Harbour Mall Sandakan,5.838886,118.119667,1,90000,OK,"establishment,point_of_interest,shopping_mall"
192,ROOFTOP,"6333 Marlboro Pike, District Heights, MD 20747, USA",ChIJCZgAnMG-t4kR2OQ2zEXkOm8,Eastern Plaza,38.8519465,-76.8979285,1,20747,OK,"establishment,point_of_interest,shopping_mall"
193,GEOMETRIC_CENTER,"Lot G333-G335 & G352-G354 Ground Floor One Borneo Hypermall, Jalan Sulaman, 88400 Kota Kinabalu, Sabah, Malaysia",ChIJvVRqQXtrOzIRFupvUkPRnMs,1Borneo Hypermall,6.0359089,116.1288115,1,88400,OK,"establishment,point_of_interest,store"
194,ROOFTOP,"3220 W Ina Rd, Tucson, AZ 85741, USA",ChIJPVP1ONJ01oYR5Uu2r4ra82E,Centre Point,32.338111,-111.0356815,1,85741,OK,"establishment,point_of_interest"
195,GEOMETRIC_CENTER,"Bandar Sierra Bvd., Telipok, 89200 Kota Kinabalu, Sabah, Malaysia",ChIJ5YcyMNVsOzIRjhY-8eJEZHo,Grand Merdeka,6.0619275,116.1810405,2,,OK,"establishment,point_of_interest,shopping_mall"
196,GEOMETRIC_CENTER,"KK Times Square Phase 2 Off Coastal Highway, 88100 Kota Kinabalu, Sabah, Malaysia",ChIJGwRDk79pOzIRjM0ywHUkgDM,Imago KK Times Square,5.9703612,116.0663039,1,88100,OK,"establishment,point_of_interest,shopping_mall"
197,ROOFTOP,"3, Jalan Haji Saman, 88000 Kota Kinabalu, Sabah, Malaysia",ChIJ5bouxIdpOzIRnVVgMTE8Ez0,Jesselton Residences,5.9888126,116.0781929,1,88000,OK,"establishment,point_of_interest"
198,GEOMETRIC_CENTER,"88400 Kota Kinabalu, Sabah, Malaysia",ChIJF1KTaL1pOzIRq5Cgm8ZYsqc,Karamunsing Complex,5.970993,116.075026,1,88400,OK,"establishment,point_of_interest,shopping_mall"
199,GEOMETRIC_CENTER,"5th Floor Megalong Shopping Mall., Pekan Donggongon, 89500 Penampang, Sabah, Malaysia",ChIJ1ZskZ51oOzIRLZjgRkA4N3Q,Mega Long Mall,5.912797,116.1021125,1,89500,OK,"establishment,movie_theater,point_of_interest"
200,GEOMETRIC_CENTER,"Jalan Tun Fuad Stephen, 88000 Kota Kinabalu, Sabah, Malaysia",ChIJl47lj5NpOzIRWdYgNk33guk,Oceanus Waterfront Mall,5.9770282,116.0689252,1,88000,OK,"establishment,point_of_interest,shopping_mall"
201,ROOFTOP,"8744 Sepulveda Blvd, North Hills, CA 91343, USA",ChIJXcWWdLmQwoART_fu3oibZ-I,Plaza Shell,34.2294968,-118.467264,1,91343,OK,"car_repair,establishment,point_of_interest,store"
